key,tourn,round,player.id,match.id,seed,seeded,name,Sets.Played,Tie.Breaks.Played,Total.Games,Winners,Return.Games.Won,Server.Points.Won,Total.Points,First.Serves.In,Total.Aces,Total.Double.Faults,First.Serve.Pts.Won,Pct.1stt.Serve.In,Unforced.Errors,Winning.Pct.on.1st.Serve,Winning.Pct.on.2nd.Serve,Receiving.Points.Won,Break.Point.Conversions,Net.Approaches,Total.Points.Won,Fastest.Serve.Speed,Average.1st.Serve.Speed,Average.2nd.Serve.Speed,W.UE,RPW.TPW,W.minus.Aces,SPW.TPW,match.type,year,won
2115.AUS.2012,AUS,1,313803,2115,0,Not Seeded,Olivia Rogowska,2,0,16,28,5,41,72,47,3,3,33,69,37,70,38,54,38,78,72,100.662102,90.720166,78.292746,0.756756757,0.75,25,0.569444444,2,1,1
2107.AUS.2012,AUS,1,313923,2107,0,Not Seeded,Kai-Chen Chang,2,0,18,2,5,31,62,30,2,3,22,60,3,73,45,51,71,NA,62,NA,NA,NA,0.666666667,0.822580645,0,0.5,2,1,1
2128.AUS.2012,AUS,1,313968,2128,0,Not Seeded,Polona Hercog,2,1,22,0,3,35,57,36,0,3,22,57,3,61,48,35,60,NA,57,NA,NA,NA,0,0.614035088,0,0.614035088,2,0,0
2164.AUS.2012,AUS,1,314206,2164,2,Seeded,Petra Kvitova,2,0,14,19,6,30,59,27,2,5,21,60,20,78,50,63,55,64,59,109.361296,96.933876,84.506456,0.95,1.06779661,17,0.508474576,2,1,1
2131.AUS.2012,AUS,1,314320,2131,0,Not Seeded,Simona Halep,3,0,28,2,5,48,91,65,2,3,37,69,3,57,38,43,29,NA,91,NA,NA,NA,0.666666667,0.472527473,0,0.527472527,2,1,0
2118.AUS.2012,AUS,1,314369,2118,0,Not Seeded,Bojana Jovanovski,2,0,17,13,3,21,46,31,0,4,14,56,24,45,29,43,33,67,46,105.63307,90.098795,76.428633,0.541666667,0.934782609,13,0.456521739,2,1,0
2122.AUS.2012,AUS,1,314545,2122,0,Not Seeded,Irina Falconi,2,0,20,3,4,36,71,48,3,6,27,61,6,56,29,47,33,NA,71,NA,NA,NA,0.5,0.661971831,0,0.507042254,2,1,0
2142.AUS.2012,AUS,1,314622,2142,0,Not Seeded,Isabella Holland,2,0,14,1,0,18,34,32,1,3,16,76,3,50,20,33,0,NA,34,NA,NA,NA,0.333333333,0.970588235,0,0.529411765,2,0,0
2109.AUS.2012,AUS,1,314757,2109,0,Not Seeded,Maria Joao,2,0,19,11,0,31,49,26,2,10,16,46,32,62,48,30,0,57,49,108.739925,98.797989,85.127827,0.34375,0.612244898,9,0.632653061,2,0,0
2105.AUS.2012,AUS,1,314917,2105,0,Not Seeded,Christina McHale,2,0,18,4,3,40,60,33,4,0,25,60,0,76,68,39,50,NA,60,NA,NA,NA,Inf,0.65,0,0.666666667,2,1,1
2131.AUS.2012,AUS,1,315083,2131,0,Not Seeded,Paula Ormaechea,3,0,28,1,7,58,104,62,1,2,35,61,2,56,59,49,54,NA,104,NA,NA,NA,0.5,0.471153846,0,0.557692308,2,1,1
2111.AUS.2012,AUS,1,315295,2111,0,Not Seeded,Lesia Tsurenko,2,1,20,0,7,37,79,45,0,7,27,64,7,60,40,60,58,NA,79,NA,NA,NA,0,0.759493671,0,0.46835443,2,1,1
2119.AUS.2012,AUS,1,315365,2119,0,Not Seeded,Mona Barthel,1,0,6,2,3,13,26,10,2,0,7,63,0,70,100,76,100,NA,26,NA,NA,NA,Inf,2.923076923,0,0.5,2,1,1
2151.AUS.2012,AUS,1,315428,2151,0,Not Seeded,Valeria Savinykh,2,0,15,1,1,20,33,35,1,1,14,73,1,40,46,33,50,NA,33,NA,NA,NA,1,1,0,0.606060606,2,0,0
2143.AUS.2012,AUS,1,315683,2143,0,Not Seeded,Sloane Stephens,2,0,18,7,4,38,74,31,7,4,24,53,4,77,52,50,40,NA,74,NA,NA,NA,1.75,0.675675676,0,0.513513514,2,1,1
2108.AUS.2012,AUS,1,316629,2108,0,Not Seeded,Laura Robson,2,0,14,10,0,27,42,37,3,7,19,63,31,51,36,32,0,0,42,105.011699,95.691134,86.370569,0.322580645,0.761904762,7,0.642857143,2,1,0
2154.AUS.2012,AUS,1,316959,2154,0,Not Seeded,Madison Keys,2,0,15,7,0,21,35,31,2,2,16,67,28,52,33,30,0,100,35,116.196377,103.768957,75.185891,0.25,0.857142857,5,0.6,2,0,0
2117.AUS.2012,AUS,1,316981,2117,0,Not Seeded,Heather Watson,2,0,13,10,0,19,31,27,0,3,12,56,27,44,33,31,0,33,31,105.011699,95.069763,78.914117,0.37037037,1,10,0.612903226,2,1,0
2102.AUS.2012,AUS,1,318033,2102,0,Not Seeded,Ashleigh Barty,2,1,21,17,2,37,62,33,7,6,25,49,43,76,34,36,40,60,62,105.63307,98.797989,78.914117,0.395348837,0.580645161,10,0.596774194,2,0,0
2160.FRE.2012,FRE,1,10230,2160,0,Not Seeded,Greta Arn,2,0,20,9,1,35,55,29,3,1,17,51,23,59,64,34,50,60,55,NA,NA,NA,0.391304348,0.618181818,6,0.636363636,2,1,0
2137.FRE.2012,FRE,1,10334,2137,0,Not Seeded,Sofia Arvidsson,3,0,27,34,6,57,95,73,0,2,44,74,26,60,50,48,86,67,95,106.254441,91.962908,74.56452,1.307692308,0.505263158,34,0.6,2,1,1
2101.FRE.2012,FRE,1,20458,2101,0,Not Seeded,Alberta Brianti,3,1,31,18,6,45,92,62,0,2,29,62,44,47,42,47,55,43,92,101.904844,93.827021,80.156859,0.409090909,0.510869565,18,0.489130435,2,1,0
2116.FRE.2012,FRE,1,20556,2116,0,Not Seeded,Elena Baltacha,2,0,16,8,1,21,35,28,2,3,13,60,17,46,42,31,50,67,35,101.904844,94.448392,83.885085,0.470588235,0.885714286,6,0.6,2,1,0
2113.FRE.2012,FRE,1,20576,2113,0,Not Seeded,Iveta Benesova,2,0,18,8,2,21,40,27,1,4,11,56,26,41,48,34,67,50,40,NA,NA,NA,0.307692308,0.85,7,0.525,2,1,0
2106.FRE.2012,FRE,1,20596,2106,0,Not Seeded,Eva Birnerova,3,0,34,50,10,54,106,65,2,16,33,54,65,51,38,54,71,60,106,NA,NA,NA,0.769230769,0.509433962,48,0.509433962,2,0,0
2132.FRE.2012,FRE,1,20631,2132,8,Seeded,Marion Bartoli,2,0,18,21,4,42,66,39,3,3,32,61,16,82,40,46,67,72,66,107.497183,101.283473,90.098795,1.3125,0.696969697,18,0.636363636,2,1,1
2145.FRE.2012,FRE,1,20693,2145,0,Not Seeded,Nina Bratchikova,3,0,24,47,5,47,93,54,0,2,33,61,59,61,40,48,38,61,93,NA,NA,NA,0.796610169,0.516129032,47,0.505376344,2,1,1
2119.FRE.2012,FRE,1,20702,2119,0,Not Seeded,Kateryna Bondarenko,2,1,20,24,3,38,69,42,0,6,23,55,41,55,43,41,60,63,69,NA,NA,NA,0.585365854,0.594202899,24,0.550724638,2,1,0
2159.FRE.2012,FRE,1,30557,2159,0,Not Seeded,Melinda Czink,2,0,15,14,4,36,58,22,2,2,20,47,11,91,64,49,67,88,58,105.011699,95.691134,86.99194,1.272727273,0.844827586,12,0.620689655,2,1,1
2112.FRE.2012,FRE,1,30562,2112,24,Seeded,Petra Cetkovska,2,0,16,23,5,31,56,33,1,2,24,69,18,73,47,56,71,58,56,NA,NA,NA,1.277777778,1,22,0.553571429,2,1,1
2141.FRE.2012,FRE,1,40130,2141,0,Not Seeded,Kimiko Date-Krumm,2,0,16,15,1,26,42,34,0,2,18,60,35,53,35,33,33,67,42,96.933876,88.856053,78.292746,0.428571429,0.785714286,15,0.619047619,2,0,0
2162.FRE.2012,FRE,1,40300,2162,0,Not Seeded,Lourdes Dominguez,2,0,24,17,4,47,80,40,1,2,29,56,12,73,56,43,44,64,80,NA,NA,NA,1.416666667,0.5375,16,0.5875,2,1,1
2156.FRE.2012,FRE,1,40313,2156,0,Not Seeded,Eleni Daniilidou,2,0,13,13,0,15,29,26,1,1,9,60,28,35,35,30,0,63,29,111.225409,95.691134,86.99194,0.464285714,1.034482759,12,0.517241379,2,1,0
2134.FRE.2012,FRE,1,60288,2134,0,Not Seeded,Stephanie Foretz,2,0,21,21,4,50,78,36,1,5,25,46,28,69,58,46,57,48,78,109.361296,99.41936,81.399601,0.75,0.58974359,20,0.641025641,2,1,1
2115.FRE.2012,FRE,1,70471,2115,0,Not Seeded,Edina Gallovits-Hall,3,0,25,27,4,42,86,47,1,4,21,52,52,45,48,44,25,67,86,NA,NA,NA,0.519230769,0.511627907,26,0.488372093,2,1,0
2144.FRE.2012,FRE,1,100153,2144,19,Seeded,Jelena Jankovic,3,0,26,36,7,43,86,55,2,5,30,67,40,55,48,52,50,67,86,112.468151,101.904844,85.749198,0.9,0.604651163,34,0.5,2,1,1
2111.FRE.2012,FRE,1,100162,2111,0,Not Seeded,Mathilde Johansson,3,1,35,26,8,61,123,72,0,7,42,60,36,58,39,50,62,57,123,98.797989,91.962908,83.885085,0.722222222,0.406504065,26,0.495934959,2,1,1
2158.FRE.2012,FRE,1,110492,2158,0,Not Seeded,Klara Zakopalova,2,0,15,13,5,31,59,19,2,2,15,41,11,79,59,58,42,100,59,NA,NA,NA,1.181818182,0.983050847,11,0.525423729,2,1,1
2159.FRE.2012,FRE,1,110524,2159,0,Not Seeded,Anne Keothavong,2,0,15,7,0,23,34,24,1,4,14,53,25,58,43,23,0,0,34,105.63307,96.312505,85.749198,0.28,0.676470588,6,0.676470588,2,1,0
2153.FRE.2012,FRE,1,110536,2153,23,Seeded,Kaia Kanepi,2,0,18,22,5,31,62,26,5,2,20,58,18,77,58,52,42,71,62,111.225409,102.526215,88.856053,1.222222222,0.838709677,17,0.5,2,1,1
2120.FRE.2012,FRE,1,110552,2120,26,Seeded,Svetlana Kuznetsova,2,0,16,7,6,34,63,38,1,2,23,64,13,61,52,59,75,0,63,104.390328,91.341537,79.535488,0.538461538,0.936507937,6,0.53968254,2,1,1
2120.FRE.2012,FRE,1,120323,2120,0,Not Seeded,Mirjana Lucic,2,0,16,23,2,20,45,26,1,2,12,53,42,46,35,42,25,75,45,113.089522,103.147586,87.613311,0.547619048,0.933333333,22,0.444444444,2,1,0
2133.FRE.2012,FRE,1,120330,2133,7,Seeded,Na Li,2,0,15,13,5,30,59,22,1,1,16,55,13,73,78,55,71,100,59,104.390328,95.069763,85.749198,1,0.93220339,12,0.508474576,2,1,1
2143.FRE.2012,FRE,1,120420,2143,0,Not Seeded,Varvara Lepchenko,3,1,31,42,9,64,119,84,3,2,45,68,54,54,49,54,47,64,119,NA,NA,NA,0.777777778,0.453781513,39,0.537815126,2,1,1
2106.FRE.2012,FRE,1,130591,2106,0,Not Seeded,Maria Jose,3,0,34,26,11,45,111,41,2,5,23,42,32,56,39,55,50,55,111,NA,NA,NA,0.8125,0.495495495,24,0.405405405,2,1,1
2129.FRE.2012,FRE,1,130611,2129,0,Not Seeded,Anabel Medina,2,0,15,14,4,41,59,42,4,1,34,66,5,81,32,53,80,0,59,101.283473,93.20565,75.807262,2.8,0.898305085,10,0.694915254,2,1,1
2109.FRE.2012,FRE,1,130713,2109,0,Not Seeded,Bethanie Mattek-Sands,2,0,19,20,6,35,65,36,0,4,22,58,21,61,50,56,67,83,65,113.089522,97.555247,77.671375,0.952380952,0.861538462,20,0.538461538,2,1,1
2126.FRE.2012,FRE,1,150185,2126,0,Not Seeded,Romina Oprandi,2,0,17,18,4,27,54,45,0,6,22,66,34,49,22,48,44,63,54,NA,NA,NA,0.529411765,0.888888889,18,0.5,2,1,0
2113.FRE.2012,FRE,1,160379,2113,27,Seeded,Nadia Petrova,2,0,18,22,5,37,64,34,6,5,22,61,19,65,68,56,100,60,64,NA,NA,NA,1.157894737,0.875,16,0.578125,2,1,1
2128.FRE.2012,FRE,1,160391,2128,18,Seeded,Flavia Pennetta,3,1,31,37,8,55,121,43,4,4,30,46,32,70,50,50,33,69,121,NA,NA,NA,1.15625,0.41322314,33,0.454545455,2,1,1
2161.FRE.2012,FRE,1,160471,2161,28,Seeded,Shuai Peng,2,0,19,27,3,37,67,33,5,1,24,62,21,73,65,45,43,42,67,109.982667,101.283473,75.807262,1.285714286,0.671641791,22,0.552238806,2,1,1
2114.FRE.2012,FRE,1,160481,2114,0,Not Seeded,Laura Pous-Tio,3,0,25,20,7,38,79,49,2,4,22,58,36,45,44,52,88,71,79,NA,NA,NA,0.555555556,0.658227848,18,0.481012658,2,0,0
2147.FRE.2012,FRE,1,160515,2147,0,Not Seeded,Pauline Parmentier,2,0,19,18,2,33,54,37,1,3,22,63,25,59,50,37,40,43,54,116.196377,104.390328,80.77823,0.72,0.685185185,17,0.611111111,2,1,0
2111.FRE.2012,FRE,1,180356,2111,0,Not Seeded,Anastasia Rodionova,3,1,35,43,8,63,123,76,2,5,41,61,41,54,45,50,62,83,123,100.040731,93.20565,81.399601,1.048780488,0.406504065,41,0.512195122,2,1,0
2149.FRE.2012,FRE,1,180384,2149,0,Not Seeded,Virginie Razzano,3,1,32,30,4,77,117,89,4,8,53,66,36,60,53,42,40,55,117,103.768957,96.312505,80.77823,0.833333333,0.358974359,26,0.658119658,2,1,1
2141.FRE.2012,FRE,1,190666,2141,14,Seeded,Francesca Schiavone,2,0,16,13,5,32,63,26,3,3,17,54,15,65,68,54,56,67,63,110.604038,98.176618,80.156859,0.866666667,0.857142857,10,0.507936508,2,1,1
2116.FRE.2012,FRE,1,190787,2116,6,Seeded,Samantha Stosur,2,0,16,23,5,31,57,25,1,1,19,56,9,76,60,55,63,64,57,111.84678,101.904844,87.613311,2.555555556,0.964912281,22,0.543859649,2,1,1
2114.FRE.2012,FRE,1,190873,2114,0,Not Seeded,Chanelle Scheepers,3,0,25,25,8,38,85,50,2,6,27,63,33,54,38,55,50,73,85,NA,NA,NA,0.757575758,0.647058824,23,0.447058824,2,1,1
2134.FRE.2012,FRE,1,190879,2134,0,Not Seeded,Barbora Zahlavova,2,0,21,15,2,33,62,37,3,1,23,61,29,62,42,37,17,78,62,106.254441,98.176618,82.642343,0.517241379,0.596774194,12,0.532258065,2,1,0
2139.FRE.2012,FRE,1,200137,2139,0,Not Seeded,Tamarine Tanasugarn,2,0,15,6,2,10,33,20,2,3,6,50,25,30,20,44,40,33,33,NA,NA,NA,0.24,1.333333333,4,0.303030303,2,0,0
2137.FRE.2012,FRE,1,220214,2137,17,Seeded,Roberta Vinci,3,0,27,36,4,41,83,48,1,1,25,61,31,52,52,42,67,60,83,103.147586,91.962908,72.079036,1.161290323,0.506024096,35,0.493975904,2,1,0
2118.FRE.2012,FRE,1,230220,2118,0,Not Seeded,Venus Williams,3,0,26,41,7,47,80,45,6,1,29,60,29,64,60,50,100,57,80,121.167345,105.011699,82.020972,1.413793103,0.625,35,0.5875,2,1,1
2149.FRE.2012,FRE,1,230234,2149,5,Seeded,Serena Williams,3,1,32,39,4,55,112,50,6,4,34,53,47,68,47,43,25,61,112,120.545974,104.390328,80.77823,0.829787234,0.383928571,33,0.491071429,2,1,0
2104.FRE.2012,FRE,1,260144,2104,31,Seeded,Jie Zheng,2,0,20,25,6,30,73,38,0,0,18,67,27,47,63,52,43,69,73,101.283473,88.234682,75.185891,0.925925926,0.712328767,25,0.410958904,2,1,1
2128.FRE.2012,FRE,1,310053,2128,0,Not Seeded,Su-Wei Hsieh,3,1,31,32,5,65,103,88,0,3,48,67,37,55,40,41,63,67,103,NA,NA,NA,0.864864865,0.398058252,32,0.631067961,2,1,0
2164.FRE.2012,FRE,1,310137,2164,2,Seeded,Maria Sharapova,2,0,12,18,6,26,51,24,1,4,20,67,13,83,50,76,67,86,51,113.089522,106.254441,94.448392,1.384615385,1.490196078,17,0.509803922,2,1,1
2155.FRE.2012,FRE,1,310169,2155,0,Not Seeded,Jarmila Gajdosova,2,0,14,21,4,27,52,22,4,2,17,55,20,77,56,54,33,75,52,NA,NA,NA,1.05,1.038461538,17,0.519230769,2,1,1
2123.FRE.2012,FRE,1,310290,2123,0,Not Seeded,Stephanie Dubois,2,0,16,12,1,31,50,46,1,0,21,70,27,46,50,37,100,63,50,NA,NA,NA,0.444444444,0.74,11,0.62,2,1,0
2107.FRE.2012,FRE,1,310419,2107,0,Not Seeded,Galina Voskoboeva,2,0,18,23,0,31,46,26,5,3,15,48,25,58,57,27,0,92,46,NA,NA,NA,0.92,0.586956522,18,0.673913043,2,1,0
2138.FRE.2012,FRE,1,310431,2138,0,Not Seeded,Mandy Minella,2,0,19,12,4,26,53,46,2,1,21,72,21,46,28,46,40,29,53,NA,NA,NA,0.571428571,0.867924528,10,0.490566038,2,1,0
2103.FRE.2012,FRE,1,310494,2103,0,Not Seeded,Aleksandra Wozniak,2,0,20,26,6,30,66,26,3,6,18,54,21,69,55,54,75,80,66,NA,NA,NA,1.238095238,0.818181818,23,0.454545455,2,1,1
2105.FRE.2012,FRE,1,310553,2105,20,Seeded,Lucie Safarova,2,0,14,16,6,28,55,24,0,8,19,59,17,79,53,64,75,78,55,108.118554,88.234682,77.050004,0.941176471,1.163636364,16,0.509090909,2,1,1
2157.FRE.2012,FRE,1,310577,2157,16,Seeded,Maria Kirilenko,2,0,15,14,5,36,64,33,2,2,26,62,7,79,50,57,50,55,64,105.63307,96.312505,83.263714,2,0.890625,12,0.5625,2,1,1
2146.FRE.2012,FRE,1,310625,2146,0,Not Seeded,Vera Dushevina,2,0,17,15,1,35,59,42,2,1,21,60,15,50,50,36,14,71,59,NA,NA,NA,1,0.610169492,13,0.593220339,2,1,0
2105.FRE.2012,FRE,1,310626,2105,0,Not Seeded,Anastasiya Yakimova,2,0,14,4,1,15,28,24,0,0,9,57,20,38,33,32,100,25,28,98.176618,90.720166,77.671375,0.2,1.142857143,4,0.535714286,2,1,0
2121.FRE.2012,FRE,1,310730,2121,0,Not Seeded,Casey Dellacqua,3,0,26,39,6,34,71,49,1,5,25,58,44,51,26,46,60,76,71,NA,NA,NA,0.886363636,0.647887324,38,0.478873239,2,1,0
2121.FRE.2012,FRE,1,310761,2121,21,Seeded,Sara Errani,3,0,26,26,9,43,93,65,2,1,39,81,17,60,27,60,47,69,93,NA,NA,NA,1.529411765,0.64516129,24,0.462365591,2,1,1
2145.FRE.2012,FRE,1,310775,2145,32,Seeded,Monica Niculescu,3,0,24,18,5,50,92,69,0,2,36,72,30,52,52,47,36,80,92,NA,NA,NA,0.6,0.510869565,18,0.543478261,2,1,0
2152.FRE.2012,FRE,1,310849,2152,0,Not Seeded,Lucie Hradecka,2,1,23,25,2,52,81,43,6,12,34,48,31,79,38,37,33,86,81,120.545974,113.089522,89.477424,0.806451613,0.456790123,19,0.641975309,2,1,0
2103.FRE.2012,FRE,1,310917,2103,0,Not Seeded,Heidi El,2,0,20,14,3,31,49,30,1,3,19,45,32,63,32,38,60,100,49,NA,NA,NA,0.4375,0.775510204,13,0.632653061,2,0,0
2146.FRE.2012,FRE,1,310981,2146,0,Not Seeded,Claire Feuerstein,2,0,17,31,4,42,77,37,4,3,28,56,28,76,48,50,36,100,77,NA,NA,NA,1.107142857,0.649350649,27,0.545454545,2,1,1
2142.FRE.2012,FRE,1,311041,2142,0,Not Seeded,Tsvetana Pironkova,3,0,24,28,5,49,88,44,4,4,30,56,13,68,54,46,38,50,88,116.196377,101.283473,81.399601,2.153846154,0.522727273,24,0.556818182,2,1,1
2144.FRE.2012,FRE,1,311044,2144,0,Not Seeded,Patricia Mayr-Achleitner,3,0,26,21,6,40,79,57,1,2,30,69,24,53,38,48,100,62,79,113.089522,91.341537,74.56452,0.875,0.607594937,20,0.506329114,2,0,0
2138.FRE.2012,FRE,1,311137,2138,0,Not Seeded,Yaroslava Shvedova,2,0,19,27,7,32,70,29,2,5,18,49,23,62,47,59,50,67,70,NA,NA,NA,1.173913043,0.842857143,25,0.457142857,2,1,1
2123.FRE.2012,FRE,1,311168,2123,0,Not Seeded,Shahar Peer,2,0,16,28,5,33,68,30,1,1,20,58,17,67,59,53,42,100,68,NA,NA,NA,1.647058824,0.779411765,27,0.485294118,2,1,1
2151.FRE.2012,FRE,1,311220,2151,0,Not Seeded,Elena Vesnina,2,0,18,14,2,30,44,39,0,3,16,64,23,41,64,30,67,33,44,108.739925,98.797989,86.370569,0.608695652,0.681818182,14,0.681818182,2,1,0
2126.FRE.2012,FRE,1,311243,2126,0,Not Seeded,Olga Govortsova,2,0,17,25,7,29,70,36,1,5,23,64,23,64,30,60,50,67,70,NA,NA,NA,1.086956522,0.857142857,24,0.414285714,2,1,1
2139.FRE.2012,FRE,1,311338,2139,0,Not Seeded,Carla Suarez,2,0,15,18,7,29,59,22,0,2,15,42,18,68,47,75,70,100,59,NA,NA,NA,1,1.271186441,18,0.491525424,2,1,1
2125.FRE.2012,FRE,1,311470,2125,10,Seeded,Angelique Kerber,2,0,19,19,4,41,74,54,0,1,30,74,26,56,58,49,80,86,74,101.904844,87.613311,73.943149,0.730769231,0.662162162,19,0.554054054,2,1,1
2107.FRE.2012,FRE,1,311550,2107,0,Not Seeded,Vania King,2,0,18,12,3,40,63,37,0,1,30,67,4,81,56,43,50,75,63,NA,NA,NA,3,0.682539683,12,0.634920635,2,1,1
2131.FRE.2012,FRE,1,311578,2131,0,Not Seeded,Michaella Krajicek,2,0,20,25,1,41,64,40,9,9,30,54,30,75,32,33,14,63,64,NA,NA,NA,0.833333333,0.515625,16,0.640625,2,1,0
2122.FRE.2012,FRE,1,311593,2122,0,Not Seeded,Johanna Larsson,2,0,18,11,3,22,45,36,0,3,16,69,28,44,38,42,38,60,45,98.797989,90.098795,80.156859,0.392857143,0.933333333,11,0.488888889,2,0,0
2110.FRE.2012,FRE,1,311604,2110,0,Not Seeded,Ekaterina Makarova,2,1,23,22,1,44,80,48,2,1,34,72,31,71,53,40,20,80,80,NA,NA,NA,0.709677419,0.5,20,0.55,2,1,1
2124.FRE.2012,FRE,1,311710,2124,13,Seeded,Ana Ivanovic,2,0,14,27,6,29,61,18,5,2,13,43,21,72,67,62,50,88,61,111.84678,101.904844,84.506456,1.285714286,1.016393443,22,0.475409836,2,1,1
2125.FRE.2012,FRE,1,311779,2125,0,Not Seeded,Shuai Zhang,2,0,19,26,2,35,67,43,2,2,25,63,30,58,40,44,22,67,67,105.011699,93.827021,78.292746,0.866666667,0.656716418,24,0.52238806,2,0,0
2154.FRE.2012,FRE,1,311791,2154,0,Not Seeded,Aravane Rezai,3,0,32,42,2,56,84,57,2,5,35,61,51,61,58,31,50,65,84,108.739925,90.720166,80.156859,0.823529412,0.369047619,40,0.666666667,2,0,0
2140.FRE.2012,FRE,1,311810,2140,0,Not Seeded,Sesil Karatantcheva,2,0,13,6,7,24,56,26,0,0,17,72,6,65,70,70,58,100,56,102.526215,80.156859,68.972181,1,1.25,6,0.428571429,2,1,1
2153.FRE.2012,FRE,1,311956,2153,0,Not Seeded,Alexandra Panova,2,0,18,16,2,29,43,34,3,5,16,57,23,47,50,31,100,50,43,111.84678,101.904844,86.370569,0.695652174,0.720930233,13,0.674418605,2,0,0
2101.FRE.2012,FRE,1,312001,2101,1,Seeded,Victoria Azarenka,3,1,31,32,9,54,109,82,1,6,46,81,60,56,42,55,53,69,109,103.768957,91.341537,84.506456,0.533333333,0.504587156,31,0.495412844,2,1,1
2119.FRE.2012,FRE,1,312015,2119,0,Not Seeded,Yung-Jan Chan,2,1,20,13,5,45,84,59,0,3,38,78,23,64,41,51,36,75,84,NA,NA,NA,0.565217391,0.607142857,13,0.535714286,2,1,1
2162.FRE.2012,FRE,1,312086,2162,0,Not Seeded,Marina Erakovic,2,0,24,35,2,44,69,43,0,3,23,56,49,53,62,35,50,52,69,NA,NA,NA,0.714285714,0.507246377,35,0.637681159,2,1,0
2104.FRE.2012,FRE,1,312121,2104,0,Not Seeded,Alize Cornet,2,0,20,15,4,39,66,58,3,2,31,71,18,53,33,47,80,71,66,103.147586,93.827021,77.050004,0.833333333,0.712121212,12,0.590909091,2,1,0
2127.FRE.2012,FRE,1,312214,2127,0,Not Seeded,Alexa Glatch,3,0,31,34,7,54,103,58,6,1,34,60,57,59,51,47,58,46,103,NA,NA,NA,0.596491228,0.45631068,28,0.524271845,2,1,1
2117.FRE.2012,FRE,1,312251,2117,3,Seeded,Agnieszka Radwanska,2,0,13,18,6,25,57,20,3,1,18,61,9,90,54,64,60,86,57,100.662102,95.069763,77.671375,2,1.122807018,15,0.438596491,2,1,1
2133.FRE.2012,FRE,1,312469,2133,0,Not Seeded,Sorana Cirstea,2,0,15,9,0,24,34,26,1,3,16,49,25,62,30,25,0,67,34,111.225409,106.875812,80.77823,0.36,0.735294118,8,0.705882353,2,1,0
2109.FRE.2012,FRE,1,312520,2109,12,Seeded,Sabine Lisicki,2,0,19,16,4,24,51,33,0,3,16,61,19,48,38,44,40,33,51,116.817748,103.768957,76.428633,0.842105263,0.862745098,16,0.470588235,2,1,0
2142.FRE.2012,FRE,1,312536,2142,0,Not Seeded,Yanina Wickmayer,3,0,24,27,2,45,75,53,0,8,31,63,31,58,45,38,29,65,75,105.011699,98.797989,88.234682,0.870967742,0.506666667,27,0.6,2,1,0
2155.FRE.2012,FRE,1,312580,2155,0,Not Seeded,Magdalena Rybarikova,2,0,14,12,1,21,34,18,3,1,9,39,26,50,43,33,50,0,34,NA,NA,NA,0.461538462,0.970588235,9,0.617647059,2,1,0
2150.FRE.2012,FRE,1,312711,2150,0,Not Seeded,Jamie Hampton,2,0,17,15,5,19,49,34,1,2,11,64,37,32,42,53,42,80,49,NA,NA,NA,0.405405405,1.081632653,14,0.387755102,2,1,0
2130.FRE.2012,FRE,1,312738,2130,0,Not Seeded,Irena Pavlovic,2,0,22,21,5,38,76,35,3,4,25,54,26,71,43,49,56,100,76,114.332264,103.768957,79.535488,0.807692308,0.644736842,18,0.5,2,1,1
2163.FRE.2012,FRE,1,312848,2163,0,Not Seeded,Ayumi Morita,3,0,28,31,3,62,88,69,4,1,50,72,31,72,44,34,38,53,88,NA,NA,NA,1,0.386363636,27,0.704545455,2,1,1
2108.FRE.2012,FRE,1,312894,2108,15,Seeded,Dominika Cibulkova,2,0,15,20,6,27,57,22,1,2,16,51,14,73,52,61,55,100,57,106.875812,101.904844,79.535488,1.428571429,1.070175439,19,0.473684211,2,1,1
2127.FRE.2012,FRE,1,312962,2127,0,Not Seeded,Anna Tatishvili,3,0,31,26,6,56,99,79,1,2,42,75,42,53,54,44,50,58,99,NA,NA,NA,0.619047619,0.444444444,25,0.565656566,2,1,0
2161.FRE.2012,FRE,1,313035,2161,0,Not Seeded,Tamira Paszek,2,0,19,17,1,37,53,40,3,1,24,60,22,60,48,30,25,100,53,106.254441,96.933876,78.914117,0.772727273,0.566037736,14,0.698113208,2,1,0
2147.FRE.2012,FRE,1,313131,2147,0,Not Seeded,Urszula Radwanska,2,0,19,15,4,36,62,40,0,1,30,70,17,75,35,44,50,86,62,105.011699,92.584279,73.943149,0.882352941,0.709677419,15,0.580645161,2,1,1
2154.FRE.2012,FRE,1,313169,2154,0,Not Seeded,Irina-Camelia Begu,3,0,32,16,4,62,99,70,4,3,53,78,21,76,45,40,67,75,99,106.254441,93.20565,80.77823,0.761904762,0.404040404,12,0.626262626,2,1,1
2164.FRE.2012,FRE,1,313215,2164,0,Not Seeded,Alexandra Cadantu,2,0,12,0,0,8,18,22,0,4,7,67,16,32,9,28,0,0,18,101.283473,88.234682,82.642343,0,1.555555556,0,0.444444444,2,0,0
2150.FRE.2012,FRE,1,313349,2150,0,Not Seeded,Arantxa Rus,2,0,17,8,7,27,61,46,1,2,22,81,17,48,45,64,78,100,61,NA,NA,NA,0.470588235,1.049180328,7,0.442622951,2,1,1
